"MarketID","StationID","UniqueIdentifier","CallSign","StationName","Location","GMTOffset","Website","PrimaryLanguage","TimeZoneIdentifier","MediaStationID","AllowMediaDownload","IsUnicode","DateAdded","MarketName","Country","Active","Latitude","Longitude"
"1000","15640","WPBI","WPBI","Fox 16","Lafayette, IN","-5","
      ","en-us","Eastern Standard Time","15640","1","0","7/18/2017 10:34:07 AM","Lafayette, IN","US","True","40.416611","-86.87542"
"1001","4425","KTVE","KTVE","KTVE (NBC)","Monroe, LA","-6","
      ","en-us","Central Standard Time","4425","1","0","10/5/2016 10:58:36 AM","Monroe, LA","US","True","32.506279","-92.126627"
"1001","4430","KARD","KARD","KARD (FOX)","West Monroe, LA","-6","
      ","en-us","Central Standard Time","4430","1","0","10/5/2016 10:58:36 AM","Monroe, LA","US","True","32.506279","-92.126627"
"1001","4435","KAQY","KAQY","KAQY (ABC)","Columbia, LA","-6","
      ","en-us","Central Standard Time","4435","1","0","10/5/2016 10:58:36 AM","Monroe, LA","US","True","32.506279","-92.126627"
"1001","4440","KNOE","KNOE","KNOE (CBS)","Monroe, LA","-6","
      ","en-us","Central Standard Time","4440","1","0","10/5/2016 10:58:36 AM","Monroe, LA","US","True","32.506279","-92.126627"
"1002","4445","WFXS","WFXS","WFXS (FOX)","Wittenberg, WI","-6","
      ","en-us","Central Standard Time","4445","1","0","10/5/2016 10:58:36 AM","Wausau, WI","US","True","44.95941","-89.629861"
"1002","4450","WJFW","WJFW","WJFW (NBC)","Rhinelander, WI","-6","
      ","en-us","Central Standard Time","4450","1","0","10/5/2016 10:58:36 AM","Wausau, WI","US","True","44.95941","-89.629861"
"1002","4455","WSAW","WSAW","WSAW (CBS)","Wausau, WI","-6","
      ","en-us","Central Standard Time","4455","1","0","10/5/2016 10:58:36 AM","Wausau, WI","US","True","44.95941","-89.629861"
"1002","4460","WAOW","WAOW","WAOW (ABC)","Wausau, WI","-6","
      ","en-us","Central Standard Time","4460","1","0","10/5/2016 10:58:36 AM","Wausau, WI","US","True","44.95941","-89.629861"
"1003","4465","KDLH","KDLH","KDLH (CBS)","Duluth, MN","-6","
      ","en-us","Central Standard Time","4465","1","0","10/5/2016 10:58:36 AM","Duluth, MN","US","True","46.786183","-92.100462"
"1003","4470","WDIO","WDIO","WDIO (ABC)","Duluth, MN","-6","
      ","en-us","Central Standard Time","4470","1","0","10/5/2016 10:58:36 AM","Duluth, MN","US","True","46.786183","-92.100462"
"1003","4475","KBJR","KBJR","KBJR (NBC)","Duluth, MN","-6","
      ","en-us","Central Standard Time","4475","1","0","10/5/2016 10:58:36 AM","Duluth, MN","US","True","46.786183","-92.100462"
"1003","4480","KQDS","KQDS","KQDS (FOX)","Duluth, MN","-6","
      ","en-us","Central Standard Time","4480","1","0","10/5/2016 10:58:36 AM","Duluth, MN","US","True","46.786183","-92.100462"
"1004","4485","WLIO","WLIO","WLIO (NBC)","Lima, OH","-5","
      ","en-us","Eastern Standard Time","4485","1","0","10/5/2016 10:58:36 AM","Lima, OH","US","True","40.742303","-84.105495"
"1004","4495","WLMO","WLMO","WLMO (CBS)","Lima, OH","-5","
      ","en-us","Eastern Standard Time","4495","1","0","10/5/2016 10:58:36 AM","Lima, OH","US","True","40.742303","-84.105495"
"1004","4500","WLQP","WLQP","WLQP (ABC)","Lima, OH","-5","
      ","en-us","Eastern Standard Time","4500","1","0","10/5/2016 10:58:36 AM","Lima, OH","US","True","40.742303","-84.105495"
"1004","7945","WLIODT2","WLIO-DT2","Fox Lima","Lima, OH","-5","
      ","en-us","Eastern Standard Time","7945","1","0","10/5/2016 10:58:36 AM","Lima, OH","US","True","40.742303","-84.105495"
"1005","4505","KEYC","KEYC","KEYC (CBS)","Mankato, MN","-6","
      ","en-us","Central Standard Time","4505","1","0","10/5/2016 10:58:36 AM","Mankato, MN","US","True","44.163505","-93.999222"
"1005","4660","NEYC","NEYC","KEYC-DT2 (FOX)","Mankato, MN","-6","
      ","en-us","Central Standard Time","4660","1","0","10/5/2016 10:58:36 AM","Mankato, MN","US","True","44.163505","-93.999222"
"1006","4510","WECT","WECT","WECT (NBC)","Wilmington, NC","-5","
      ","en-us","Eastern Standard Time","4510","1","0","10/5/2016 10:58:36 AM","Wilmington, NC","US","True","34.225902","-77.944463"
"1006","4515","WSFX","WSFX","WSFX (FOX)","Wilmington, NC","-5","
      ","en-us","Eastern Standard Time","4515","1","0","10/5/2016 10:58:36 AM","Wilmington, NC","US","True","34.225902","-77.944463"
"1006","4520","WILM","WILM","WILM (CBS)","Wilmington, NC","-5","
      ","en-us","Eastern Standard Time","4520","1","0","10/5/2016 10:58:36 AM","Wilmington, NC","US","True","34.225902","-77.944463"
"1006","4525","WWAY","WWAY","WWAY (ABC)","Wilmington, NC","-5","
      ","en-us","Eastern Standard Time","4525","1","0","10/5/2016 10:58:36 AM","Wilmington, NC","US","True","34.225902","-77.944463"
"1007","4530","KMSB","KMSB","KMSB (FOX)","Tucson, AZ","-8","
      ","en-us","US Mountain Standard Time","4530","1","0","10/5/2016 10:58:36 AM","Tucson, AZ","US","True","32.221976","-110.92619"
"1007","4535","KVOA","KVOA","KVOA (NBC)","Tucson, AZ","-8","
      ","en-us","US Mountain Standard Time","4535","1","0","10/5/2016 10:58:36 AM","Tucson, AZ","US","True","32.221976","-110.92619"
"1007","4540","KGUN","KGUN","KGUN (ABC)","Tucson, AZ","-8","
      ","en-us","US Mountain Standard Time","4540","1","0","10/5/2016 10:58:36 AM","Tucson, AZ","US","True","32.221976","-110.92619"
"1007","4545","KOLD","KOLD","KOLD (CBS)","Tucson, AZ","-8","
      ","en-us","US Mountain Standard Time","4545","1","0","10/5/2016 10:58:36 AM","Tucson, AZ","US","True","32.221976","-110.92619"
"1008","4550","WFIE","WFIE","WFIE (NBC)","Evansville, IN","-6","
      ","en-us","Central Standard Time","4550","1","0","10/5/2016 10:58:36 AM","Evansville, IN","US","True","37.975063","-87.555808"
"1008","4555","WTVW","WTVW","WTVW (CW)","Evansville, IN","-6","
      ","en-us","Central Standard Time","4555","1","0","10/5/2016 10:58:36 AM","Evansville, IN","US","True","37.975063","-87.555808"
"1008","4560","WEHT","WEHT","WEHT (ABC)","Evansville, IN","-6","
      ","en-us","Central Standard Time","4560","1","0","10/5/2016 10:58:36 AM","Evansville, IN","US","True","37.975063","-87.555808"
"1008","4565","WEVV","WEVV","WEVV (CBS)","Evansville, IN","-6","
      ","en-us","Central Standard Time","4565","1","0","10/5/2016 10:58:36 AM","Evansville, IN","US","True","37.975063","-87.555808"
"1009","4570","WBKB","WBKB","WBKB (CBS)","Alpena, MI","-5","
      ","en-us","Eastern Standard Time","4570","1","0","10/5/2016 10:58:36 AM","Alpena, MI","US","True","45.062171","-83.432365"
"1009","4575","WCML","WCML","WCML (PBS)","Alpena, MI","-5","
      ","en-us","Eastern Standard Time","4575","1","0","10/5/2016 10:58:36 AM","Alpena, MI","US","True","45.062171","-83.432365"
"101","270","WUSA","WUSA","WUSA-DC (CBS)","Washington, DC","-5","www.wusatv9.com","en-us","Eastern Standard Time","270","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","280","WRC","WRC","WRC-DC (NBC)","Washington, DC","-5","www.nbc4.com","en-us","Eastern Standard Time","280","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","290","WJLA","WJLA","WJLA-DC (ABC)","Washington, DC","-5","www.wjla.com","en-us","Eastern Standard Time","290","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","300","WTTG","WTTG","WTTG-DC (FOX)","Washington, DC","-5","www.fox5dc.com","en-us","Eastern Standard Time","300","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","2235","RADWTOP","WTOP","WTOP-DC (Radio)","Washington, DC","-5","wtopnews.com","en-us","Eastern Standard Time","2235","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","2550","RADWTOP2","WTOP2","WTOP2-DC (Radio)","Washington, DC","-5","
      ","en-us","Eastern Standard Time","2550","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","6515","RADWAMU","WAMU","WAMU-FM (Radio)","Washington, DC","-5","
      ","en-us","Eastern Standard Time","6515","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","6640","RADWNEW","WNEW","WNEW-FM (Radio)","Washington, DC","-5","
      ","en-us","Eastern Standard Time","6640","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","7005","NEWS8","
      ","NewsChannel 8","Washington, D.C.","-5","
      ","en-us","Eastern Standard Time","7005","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","7010","WFDC","
      ","WFDC Univision","Washington, D.C.","-5","
      ","en-us","Eastern Standard Time","7010","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","11390","WZDC","WZDC","Telemundo Washington","Washington, D.C.","-5","
      ","en-us","Eastern Standard Time","11390","1","0","10/5/2016 10:58:36 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","16190","MASN","MASN","Mid-Atlantic Sports Network","Baltimore, MD","-5","
      ","en-us","Eastern Standard Time","16190","1","0","9/29/2017 7:48:08 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"101","16195","MASN2","MASN2","Mid-Atlantic Sports Network 2","Baltimore, MD","-5","
      ","en-us","Eastern Standard Time","16195","1","0","9/29/2017 7:48:58 AM","Washington, D.C.","US","True","38.892091","-77.024055"
"1010","4580","KTVH","KTVH","KTVH (NBC)","Helena, MT","-7","
      ","en-us","Mountain Standard Time","4580","1","0","10/5/2016 10:58:36 AM","Helena, MT","US","True","46.595629","-112.026832"
